codigo_ocorrencia4;recomendacao_numero;recomendacao_dia_assinatura;recomendacao_dia_encaminhamento;recomendacao_dia_feedback;recomendacao_conteudo;recomendacao_status;recomendacao_destinatario_sigla;recomendacao_destinatario
53358;IG-097/CENIPA/2015 - 01;2019-03-11;2019-03-11;NULL;RECOMENDAR AO IBAMA QUE ESTABELEçA UM PROGRAMA DE TREINAMENTO PARA TODOS OS PILOTOS E OPERADORES DE EQUIPAMENTOS ESPECIAIS QUE OPEREM PELO INSTITUTO, O QUAL CONTEMPLE O POUSO EM áREA RESTRITA, BEM COMO O GERENCIAMENTO DE RECURSOS DE EQUIPE.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53358;IG-097/CENIPA/2015 - 02;2019-03-11;2019-03-11;NULL;RECOMENDAR AO IBAMA A ELABORAçãO DE UM MANUAL DE OPERAçõES QUE CONTEMPLE, DENTRE OUTROS, PROCEDIMENTOS OPERACIONAIS E PADRONIZAçõES DE FRASEOLOGIA PARA AS MISSõES AéREAS REALIZADAS PELO INSTITUTO, MORMENTE AQUELAS DE POUSO EM áREA RESTRITA.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53358;IG-097/CENIPA/2015 - 03;2019-03-11;2019-03-11;NULL;RECOMENDAR AO IBAMA O APRIMORAMENTO DOS CRITéRIOS OPERACIONAIS Já ESTABELECIDOS PARA A CESSãO DE TRIPULANTES POR PARTE DE ORGANIZAçõES EXTERNAS AO INSTITUTO, COM O OBJETIVO DE ASSEGURAR O PADRãO DE PROFICIêNCIA NECESSáRIO AO CUMPRIMENTO DAS MISSõES, BEM COMO MITIGAR A QUESTãO DE ALTA ROTATIVIDADE DESSES PROFISSIONAIS A SERVIçO DO IBAMA.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53360;A - 100 /CENIPA/201 5 - 0 1;2017-08-01;2017-08-01;NULL;Atuar  juntoàUirapuru  Táxi  Aéreo  Ltda.,  no  sentido  de  aperfeiçoar  o  acompanhamento das  intervenções  de  manutençãode  suas  aeronaves, no  sentido  de  fazer  com  que  seja cumpridorigorosamente o previsto no Manual de Manutenção elaborado pelo fabricante.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53360;A - 100/CENIPA/2015  - 0 2;2017-08-01;2017-08-01;NULL;Realizar  gestões junto ao fabricanteda aeronave a fim de avaliara viabilidade de incluir no respectivo checklistinformaçõesrelativasà  utilização  da  alimentação  cruzada  em caso de falha do motor.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53372;A-101/CENIPA/2015 - 01;2017-05-02;2017-05-15;2017-05-30;Atuar junto ao operador, a fim de reforçar a necessidade de considerar a posição do sol em relação à aeronave no planejamento das operações aeroagrícolas.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53373;A - 104/CENIPA/2015  - 01;2017-08-01;2017-08-01;NULL;Divulgar  os  ensinamentos  colhidos  na  presente  investigação,  buscando  alertar  pilotos  e operadores  que  atuam  na  aviação de  asas  rotativas  sobre  os  riscos  da  realização  de treinamentos de pousos corridos em áreas não previamente vistoriadas.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53373;A - 104/CENIPA/2015  - 02;2017-08-01;2017-08-01;NULL;Efetuar gestões junto ao operador visando assegurar-se da adequada análise do risco de suas  operações,em especial  no  tocante  à  avaliação  das  condições  das  áreas  de  pouso não pavimentadas.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53375;A - 105/CENIPA/2015  - 01;2017-10-27;2017-10-27;NULL;Divulgar  os  ensinamentos  colhidos  na  presente  investigação,  buscando  alertar  pilotos  e operadores de  aeronaves  equipadas  com  flutuadores  sobre  a  importância  de  sempre  se utilizar   as   corretas   técnicas   de   decolagens   na   água,   bem   como   sobre   os   riscos decorrentes de uma rotação com baixa velocidade.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53376;A - 103/CENIPA/2015  - 01;2019-01-29;2019-01-29;NULL;Atuar junto à oficina TBA -Tecnologia Brasileira de Aeronáutica S/A, a fim de que aquele mantenedor  demonstre  que possui  e  aplica  todos  os  recursos  necessários  à  adequada prestação  de  serviços  de  manutenção,  conforme  preconizam  a  legislação  em  vigor,  os respectivos  manuais  técnicos  e  a  Lista  de  Capacidades  da  Empresa,  que  acompanha  o Certificado de Organização de Manutenção.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53377;A-106/CENIPA/2015 - 01;2016-06-16;2016-07-14;2016-12-19;Atuar junto ao Aeroclube de Cruz Alta com o objetivo de assegurar que seja cumprido o Programa de Instrução, descrito no Manual do Curso de Piloto Privado - Avião (MCA 58-3/2004), com a estrita observância dos exercícios básicos de cada voo.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53377;A-106/CENIPA/2015 - 02;2016-06-16;2016-07-14;2016-12-19;Realizar gestões junto ao Aeroclube de Cruz Alta com o objetivo de que seja realizado um detalhado acompanhamento das fichas de voo da instrução aérea pela coordenação de curso, de modo a detectar eventuais dificuldades, mitigando, assim, os riscos à operação aérea.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53427;A - 112/CENIPA/2015  - 01;2018-09-04;2018-09-04;NULL;Atuar  junto  à Aero  Agrícola  do  Vale  Ltda.,  a  fim  de  alertar  aquele  operador sobre  a importância  do   correto   acondicionamento   da   gasolina  de  aviação  para   o   uso  em operações  aeroagrícolas,  em  especial,  no  que  é  preconizado  nas  normasABNT  NBR 15216 de 07/2010 eResolução ANP nº 18 de 26JUL2006.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53427;A - 112/CENIPA/2015  - 02;2018-09-04;2018-09-04;NULL;Divulgar  os  ensinamentos  colhidos  na  presente  investigação,  a  fim  de  alertar  pilotos  e operadores da aviação civil sobre a importância do correto acondicionamento da gasolina de  aviação  para  o  uso  em  operações  aeroagrícolas,  em  especial,  no  que  é  preconizado nas normasABNT NBR 15216 de 07/2010 eResolução ANP nº 18 de 26JUL2006.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53428;A-109/CENIPA/2015 - 01;2017-08-01;2017-08-01;NULL;Divulgar os ensinamentos colhidos na presente investigação, buscando alertar osinstrutores de voo quanto aos riscos específicos inerentes à instrução aérea.;***;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53466;A-117/CENIPA/2015-01;2018-09-04;2018-09-04;NULL;REALIZAR GESTõES, JUNTO à RONDONóPOLIS MANUTENçãO DE AERONAVES LTDA (RMA), A FIM DE GARANTIR QUE AQUELA ORGANIZAçãO DE MANUTENçãO EXECUTE OS PROCEDIMENTOS DE MANUTENçãO DE ACORDO COM AS NORMAS E REGULAMENTOS DE MANUTENçãO PERTINENTES.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53469;A-120/CENIPA/2015-01;2019-04-08;2019-04-08;NULL;ATUAR JUNTO à PEMA - PEREIRA MACHADO TáXI AéREO LTDA., A FIM DE QUE AQUELE OPERADOR APERFEIçOE SEUS MECANISMOS ADMINISTRATIVOS E OPERACIONAIS DE RECEBIMENTO, ESCRITURAçãO E VERIFICAçãO DOS SERVIçOS DE MANUTENçãO EXECUTADOS EM SUAS AERONAVES, COMO FORMA DE PREVENIR OCORRêNCIAS AERONáUTICAS.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53469;A-120/CENIPA/2015-02;2019-04-08;2019-04-08;NULL;ATUAR JUNTO à PEMA - PEREIRA MACHADO TáXI AéREO LTDA., A FIM DE ALERTAR AQUELE OPERADOR SOBRE OS RISCOS DECORRENTES DA OPERAçãO EM PISTAS NãO HOMOLOGADAS OU NãO REGISTRADAS, SITUAçãO QUE, ALéM DE FERIR O ART. 30 DO CóDIGO BRASILEIRO DE AERONáUTICA, TRAZ SéRIOS RISCOS à SEGURANçA OPERACIONAL.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53469;A-120/CENIPA/2015-03;2019-04-08;2019-04-08;NULL;ATUAR JUNTO à ICON G (ANTIGA GLOBAL PARTS MOTORES E ACESSóRIOS AERONáUTICOS - COM N° 0703-01/ANAC), A FIM DE QUE AQUELA ORGANIZAçãO DEMONSTRE QUE POSSUI E APLICA TODOS OS RECURSOS NECESSáRIOS à ADEQUADA PRESTAçãO DE SERVIçOS DE MANUTENçãO NAS AERONAVES EMB-721C, CONFORME PRECONIZA A LEGISLAçãO EM VIGOR, OS MANUAIS TéCNICOS APLICáVEIS E A LISTA DE CAPACIDADES DA EMPRESA.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53471;IG-121/CENIPA/2015 - 01;2018-03-09;2018-03-09;NULL;ATUAR JUNTO AO OPERADOR DO AERóDROMO CARLOS PRATES (SBPR), A INFRAERO, A FIM DE QUE ESTE, VISANDO REDUZIR O RISCO DE DANOS A UMA AERONAVE QUE SAIA ACIDENTALMENTE DA PISTA DE TáXI, CUMPRA O QUE é ESTABELECIDO NO RBAC 154, SOBRETUDO NO QUE DIZ RESPEITO AO PROPóSITO DA FAIXA DE PISTA DE TáXI.;NÃO CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53471;IG-121/CENIPA/2015 - 02;2018-03-09;2018-03-09;NULL;ATUAR JUNTO AO OPERADOR DO AERóDROMO CARLOS PRATES (SBPR), A INFRAERO, A FIM DE QUE ESTE CUMPRA O QUE é ESTABELECIDO NO RBAC 153, SOBRETUDO O DIZ RESPEITO AO MONITORAMENTO DA CONDIçãO FíSICA E OPERACIONAL DO AERóDROMO.;NÃO CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53471;IG-121/CENIPA/2015 - 03;2018-03-09;2018-03-09;NULL;ATUAR JUNTO à INFRAERO, A FIM DE ENFATIZAR O PREVISTO NO ART. 88-N DO CóDIGO BRASILEIRO DE AERONáUTICA, E NO ITEM 5.2.1 DA NSCA 3-13 QUE, SALVO AS EXCEçõES ESTABELECIDAS, PROíBE A REMOçãO DE AERONAVES ACIDENTADAS, OU DE SUAS PARTES, DO LOCAL DA OCORRêNCIA SEM A DEVIDA AUTORIZAçãO DA AUTORIDADE DE INVESTIGAçãO SIPAER.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53471;IG-121/CENIPA/2015 - 04;2018-03-09;2018-03-09;NULL;ATUAR JUNTO à NET AVIATION ESCOLA DE AVIAÇÃO LTDA. - ME (OPERADOR DA AERONAVE), A FIM DE ENFATIZAR O PREVISTO NO ITEM 4.2.6 DA NSCA 3-13 SOBRE A RESPONSABILIDADE DO OPERADOR OU PROPRIETáRIO EM NOTIFICAR FORMALMENTE à AUTORIDADE DE INVESTIGAçãO SIPAER AS OCORRêNCIAS AERONáUTICAS.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53486;A - 124/CENIPA/2015  - 01;2018-06-25;2018-06-25;NULL;Atuar junto à Superintendência Regional da Infraero em Goiânia, a fim deenfatizar àquele operador de aeródromo a importância de se cumprir o constante no Art. 88-N do Código Brasileiro  de  Aeronáutica,  o  qual,  salvo  nos  casos  excepcionais  estabelecidos,  proíbe  a remoção  de aeronaves  acidentadas do  local  da  ocorrência  sem  a devida  autorização  da autoridade  de  investigação  SIPAER,  como  ferramenta  de  prevenção  de  ocorrências aeronáuticas.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53488;A-128/CENIPA/2015-01;2018-05-10;2018-07-30;2020-05-14;Atuar junto ao operador, visando à realização de atividade didática dirigida aos pilotos, buscando reforçar a necessidade da fiel observância dos limites operacionais das suas aeronaves.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53488;A-128/CENIPA/2015-02;2018-05-10;2018-07-30;NULL;Atuar junto ao operador, a fim de assegurar a efetiva utilização de Fichas de Avaliação de Desempenho para os diversos tipos de voos de instrução, em consonância com o Programa de Treinamento Operacional do GOA.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53488;A-128/CENIPA/2015-03;2018-05-10;2018-07-30;NULL;Atuar junto ao GOA, visando à realização periódica do treinamento das técnicas de CRM pelas suas tripulações, com o foco centrado da organização.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53488;A-128/CENIPA/2015-04;2018-05-10;2018-07-30;NULL;Atuar junto ao GOA, visando à adoção de mecanismos de Supervisão Gerencial, no âmbito Operacional, de modo a permitir a identificação oportuna de aspectos que possam comprometer a segurança de suas operações aéreas, notadamente, no que se refere à realização de voo de instrução por pilotos que não estejam habilitados para tal.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53488;A-128/CENIPA/2015-05;2018-05-10;2018-07-30;NULL;Divulgar osensinamentos advindos da presente investigação, no âmbito dos operadores aeropoliciais, buscando ressaltar a importância da fiel observância das regras e normas operacionais, bem como das adequadas técnicas de CRM com vistas ao sucesso das suas operações aéreas.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53488;A-128/CENIPA/2015-07;2018-05-10;2018-07-30;NULL;Atuar junto ao GOA, visando à implantação de seu Sistema de Gerenciamento de Segurança Operacional –SGSO, de acordo com o estabelecido na Resolução n° 106, de 30JUN2009, da ANAC.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53494;A-123/CENIPA/2015 - 01;2019-06-28;2019-06-28;NULL;ATUAR JUNTO AO OPERADOR DO AERóDROMO NACIONAL DE AVIAçãO (SBNV), A FIM DE QUE SEJAM IMPLEMENTADAS MELHORIAS NA INFRAESTRUTURA DAQUELE AERóDROMO, DE MODO A EVITAR QUE AS ESTRUTURAS QUE CIRCUNDAM O CAMPO TORNEM-SE OBSTáCULOS àS AERONAVES QUE VENHAM A EXPERIMENTAR UMA EXCURSãO DE PISTA.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53495;A-129/CENIPA/2015 - 01;2017-06-22;2017-06-30;2017-07-20;Divulgar os ensinamentos colhidos na presente investigação, buscando alertar os pilotos da aviação de instrução sobre os riscos inerentes a essa atividade (instrução de voo).;CUMPRIDA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53496;IG-132/CENIPA/2015 - 01;2017-08-01;2017-08-01;NULL;ATUAR JUNTO AO OPERADOR A FIM DE ENFATIZAR O PREVISTO NO ART. 88-N DO CóDIGO BRASILEIRO DE AERONáUTICA QUE, SALVO AS EXCEçõES ESTABELECIDAS, PROíBE A REMOçãO DE AERONAVES ACIDENTADAS DO LOCAL DA OCORRêNCIA SEM A DEVIDA AUTORIZAçãO DA AUTORIDADE DE INVESTIGAçãO SIPAER.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53545;IG-140/CENIPA/2015 - 01;2018-03-09;2018-03-09;NULL;Atuar junto à STAR TUR VIAGENS E TURISMO LTDA. - EPP (operador da aeronave), a fim de enfatizar o previsto no Art. 88-N do Código Brasileiro de Aeronáutica que, salvo as exceções estabelecidas, proíbe a remoção de aeronaves acidentadas, ou de suas partes, do local da ocorrência sem a devida autorização da autoridade de investigação SIPAER.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53551;IG-143/CENIPA/2015 - 01;2018-11-07;2018-11-07;NULL;Atuar junto ao Aeroclube de Bragança Paulista a fim de melhorar a supervisão da instrução aérea, bem como a padronização dos instrutores de voo.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53552;IG-144/CENIPA/2015 - 01;2019-10-28;2019-11-06;2020-04-14;ATUAR JUNTO à CLEITON TáXI AéREO LTDA., A FIM DE QUE OS TREINAMENTOS DOS PILOTOS DE PA46 “JETPROP” DAQUELE OPERADOR ENFATIZEM OS CONCEITOS DE APROXIMAçãO ESTABILIZADA, CRM E CONTROLE DIRECIONAL (FRENAGEM E DIRECIONAMENTO), FOCANDO NAS PARTICULARIDADES OPERACIONAIS DESTA AERONAVE.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53552;IG-144/CENIPA/2015 - 02;2019-10-28;2019-11-06;2019-11-27;ATUAR JUNTO à CLEITON TáXI AéREO LTDA., A FIM DE ASSEGURAR QUE OS PROCEDIMENTOS DE MANUTENçãO SOB A RESPONSABILIDADE DAQUELE OPERADOR ESTEJAM SENDO CONDUZIDOS DE FORMA A GARANTIR A SEGURANçA DAS OPERAçõES E DE ACORDO COM AS NORMAS VIGENTES.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53552;IG-144/CENIPA/2015 - 03;2019-10-28;2019-11-06;2019-11-27;DIVULGAR OS ENSINAMENTOS COLHIDOS NESTE RELATóRIO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO CIVIL BRASILEIRA QUANTO à POSSIBILIDADE DE PERDA DO CONTROLE DIRECIONAL DA AERONAVE APóS O POUSO, BEM COMO SUAS CONSEQUêNCIAS, EM ESPECIAL AOS MODELOS DA FAMíLIA PA46.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53552;IG-144/CENIPA/2015 - 04;2019-10-28;2019-11-06;2020-04-14;ATUAR JUNTO à CLEITON TáXI AéREO LTDA., A FIM DE ASSEGURAR QUE AQUELE OPERADOR ESTEJA EXERCENDO SUAS ATIVIDADES EM CONFORMIDADE COM SUAS ESPECIFICAçõES OPERATIVAS.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53564;A-147/CENIPA/2015 - 01;2018-04-05;2018-05-22;2020-03-09;Revisar o apêndice A, da Instrução Suplementar nº 61-006 para verificar a possiblidade de inclusão do modelo AT-502B como aeronave classe sujeito a endosso específico, em virtude da reincidência de ocorrências envolvendo problemas de transição entre o Ipanema e o Air Tractor.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53564;A-147/CENIPA/2015 - 02;2018-04-05;2018-05-22;2019-12-10;REALIZAR GESTõES JUNTO à RIBEIRãO S.A. DE MODO A GARANTIR QUE A SUPERVISãO GERENCIAL DA EMPRESA MELHORE SEUS PROCESSOS FORMAIS PARA CONTRATAçãO DE PILOTOS, GARANTINDO QUE ESTES POSSUAM OS CONHECIMENTOS TéCNICOS NECESSáRIOS PARA A OPERAçãO AGRíCOLA.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53564;A-147/CENIPA/2015 - 03;2018-04-05;2018-05-22;2020-03-09;Analisar a pertinência da inclusão do uso de luvas de voo e macacão antichamas como equipamentosde proteção individual no item 209 do RBAC 137.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53564;A-147/CENIPA/2015 - 04;2018-04-05;2018-05-22;2020-05-09;Reavaliar os requisitos operacionais de proficiência em língua inglesa, com a finalidade de estabelecer critérios mínimos de compreensão escrita do idioma, para pilotos que operem uma aeronave civil, cujo manual de voo tenha sido aprovado na língua inglesa.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53565;A-150/CENIPA/2015-02;2018-04-05;2018-04-05;NULL;ATUAR JUNTO AO MANTENEDOR DA AERONAVE, VISANDO ASSEGURAR-SE DO ADEQUADO CUMPRIMENTO DOS PROCEDIMENTOS DE INSPEçãO DO SHAFT WELDMENT, ESTABELECIDOS NO CARTãO DE INSPEçãO DE 100 HORAS DAS AERONAVES MODELO R66, ESPECIFICAMENTE NO QUE SE REFERE à IDENTIFICAçãO DE PONTOS DE CORROSãO NO SHAFT WELDMENT, NAS PARTES ANTERIORES E POSTERIORES à PAREDE DE FOGO.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53565;A-150/CENIPA/2015-03;2018-04-05;2018-04-05;NULL;ATUAR JUNTO AO MANTENEDOR DA AERONAVE, VISANDO ASSEGURAR-SE DA ADOçãO DOS ADEQUADOS MECANISMOS DE SUPERVISãO GERENCIAL, NO âMBITO TéCNICO, NOTADAMENTE, NO QUE SE REFERE AO ACOMPANHAMENTO DAS INSPEçõES DO SHAFT WELDMENT, ESTABELECIDOS NO CARTãO DE INSPEçãO DE 100 HORAS DAS AERONAVES MODELO R66.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53568;IG - 153/CENIPA/2015  - 01;2018-05-10;2018-05-10;NULL;Atuar  junto  ao  Administrador  Aeroportuário  do  Aeródromo  de  Flores  a  fim  de  que  os obstáculos existentes nas áreas de escape da pista de SWFN sejam removidos, evitando-se,assim,possíveis danos ou agravamento destesàs aeronaves que porventura venham a experimentar uma excursão de pista.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53571;A - 155 /CENIPA/201 5 - 0 1;2017-08-01;2017-08-01;NULL;Atuar  junto  ao  Aeroclube  de  Bento  Gonçalves  com  o  objetivo  de garantir  que  haja  uma atuação efetiva da supervisão gerencial da organização, notadamente no que se refere àpadronização do planejamento e da execução das atividades de reboque deplanadores.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53571;A - 155/CENIPA/2015  - 0 2;2017-08-01;2017-08-01;NULL;erificar  a  conformidade  das  características  físicas  do  aeródromo  de  Garibaldi  com  os requisitos do RBAC 154 e determinar as adequações necessárias, se houver.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53572;A-154/CENIPA/2015 - 01;2019-10-28;2019-11-06;2019-11-27;DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO AGRíCOLA BRASILEIRA SOBRE A IMPORTâNCIA DO CORRETO PLANEJAMENTO DE VOO E OPERAçãO DAS AERONAVES, SOBRETUDO NO QUE DIZ RESPEITO àS INFORMAçõES DE TEMPERATURA, UMIDADE E PRESSãO ATMOSFéRICA, BEM COMO AOS PROCEDIMENTOS PREVISTOS NOS MANUAIS.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53574;A-156/CENIPA/2015 - 01;2017-06-22;2017-06-30;NULL;Certificar-se de que a lista de verificações, “checklist”, disponível nas aeronaves da EJ Escola de Aeronáutica Ltda. cumpram fielmente os itens contemplados na lista de verificações do manual da aeronave.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53625;A-159/CENIPA/2015-01;2019-04-08;2019-04-08;NULL;ATUAR JUNTO A AHV - ESCOLA DE AVIAçãO CIVIL LTDA., A FIM DE VERIFICAR OS CRITéRIOS ADOTADOS POR AQUELE OPERADOR PARA O PREENCHIMENTO DAS FICHAS DE AVALIAçãO DOS ALUNOS.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53625;A-159/CENIPA/2015-02;2019-04-08;2019-04-08;NULL;ATUAR JUNTO A AHV - ESCOLA DE AVIAçãO CIVIL LTDA., A FIM DE ALERTAR AQUELA ESCOLA SOBRE A IMPORTâNCIA DE SE OBSERVAR O QUE é PREVISTO NO MANUAL DO INSTRUTOR DE VOO DO COMITê NACIONAL DE PREVENçãO DE ACIDENTES AERONáUTICOS (CNPAA), SOBRETUDO, NO QUE DIZ RESPEITO à ROTATIVIDADE DE INSTRUTORES.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53625;A-159/CENIPA/2015-03;2019-04-08;2019-04-08;NULL;ATUALIZAR O ANEXO H, “FICHAS DE AVALIAçãO DO PILOTO-ALUNO NA PRáTICA DE VOO DO CURSO PP-A” DO MCA 58-3, INTRODUZINDO UMA COLUNA PARA QUE SEJAM PREENCHIDOS OS NíVEIS DE APRENDIZAGEM A SEREM ATINGIDOS NOS EXERCíCIOS EM CADA MISSãO, POR FASES DE VOO.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53626;A-160/CENIPA/2015 - 01;2019-10-28;2019-11-06;2019-11-27;DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DE AERONAVES CONVENCIONAIS SOBRE A IMPORTâNCIA DO FIEL CUMPRIMENTO DAS NORMAS OPERACIONAIS E DOS MANUAIS DE VOO, BEM COMO DE UMA TRANSIçãO ADEQUADA DA OPERAçãO DE AERONAVES TRICICLO PARA AS CONVENCIONAIS.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53628;A-161/CENIPA/2015 - 01;2018-05-17;2018-06-18;2020-04-14;Atuar junto à Agrosema Aero Agrícola Ltda., a fim de que aquele operador aperfeiçoe seus mecanismos administrativos/operacionais de recebimento e verificação dos serviços de manutenção executados em suas aeronaves.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60620;A-168/CENIPA/2015 - 01;2017-08-01;2017-08-01;NULL;Atuar junto às escolas de formação de pilotos de helicóptero da aviação civil, para que adotem, em suas instruções teóricas, aulas sobre a teoria do rolamento dinâmico, chamando a atenção para os riscos de extrapolação do ângulo crítico de rolamento e as medidas para evitar o evento.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60620;A-168/CENIPA/2015 - 02;2017-08-01;2017-08-01;NULL;Realizar gestões junto à ULTRA PILOT ESCOLA DE AVIAÇÃO CIVIL LTDA., de modo a assegurar-se de que esta escola providencie treinamento de CRM para os seus tripulantes, visando à mitigação dos riscos operacionais decorrentes de falha nas comunicações, de falta de assertividade ou de dúvidas na definição das tarefas em voo.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60620;A-168/CENIPA/2015 - 03;2017-08-01;2017-08-01;NULL;Orientar as escolas de formação de pilotos de helicópteros da aviação civil sediadas no Aeroporto de Jacarepaguá, para que realizem avaliação prévia da pista de grama, antes de cada etapa de treinamento de solo, como pré-requisito para a sua utilização.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60620;A-168/CENIPA/2015 - 04;2017-08-01;2017-08-01;NULL;Atuar junto ao operador do Aeródromo de Jacarepaguá (SBJR), para que sejam adotadas medidas de implementação de rotinas que possam garantir condições seguras de operação da pista de grama do aeródromo.;NÃO CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
